LAMMPS data file via write_data, version 23 Jun 2022, timestep = 10000

24000 atoms
4 atom types

-10 10 xlo xhi
-10 10 ylo yhi
-10 10 zlo zhi

Masses

1 1
2 1
3 1
4 1

Pair Coeffs # dpd

1 25 4.5
2 50 4.5
3 50 4.5
4 50 4.5

Atoms # angle

355 1 1 8.001094055469183 5.577333337948805 -8.488470469693935 0 -1 0
20299 153 2 8.802113690064253 -6.1311586703860765 -9.630433727780057 -1 1 1
22941 1474 2 -9.227664378687733 -8.591186911983 -8.442828412132698 1 0 1
10503 1 1 8.524007161905157 5.21504637400224 -7.980631892262441 -1 -1 0
20836 421 3 0.07595888356795022 8.279627684807782 -7.784618194503196 0 -1 1
15037 1 1 -0.874613047726244 -3.086945976717809 -7.974076255361269 -1 0 1
4010 1 1 -5.382555128781908 9.709057525847912 -9.188541417955463 0 -1 1
11614 1 1 8.181465106443655 5.8808792572153 -9.466580917008846 0 0 1
23946 1976 3 0.5847208437766515 6.964126816510543 -8.534770852516864 0 -1 1
14846 1 1 -2.983168152252861 4.2592041141878925 -9.419563795711595 0 0 0
9466 1 1 7.036213619401736 3.804682950233516 -8.309746708716109 -1 0 -1
9930 1 1 5.945204277711936 8.753742362393675 -8.613859942215244 -1 0 1
13645 1 1 -3.002763387288641 8.990088318045943 -9.821061251715733 1 -2 0
17596 1 1 -2.2831464838538382 -2.5622219586891775 -8.504480232969346 -1 -1 0
12597 1 1 -6.966614793438094 7.529300552508938 -9.964603498497924 1 0 0
17037 1 1 -7.4167027603598354 -3.0482742118869486 -9.58193202892873 1 0 1
22494 1250 3 -7.732694610235551 -6.9074356524498 -9.595591649613537 1 0 1
21057 532 2 4.834021136987987 0.39781234889362577 -9.066993700018887 0 0 1
17796 1 1 9.269145707304919 0.42736087926110944 -9.397156645511323 0 0 2
14508 1 1 6.017023167801948 5.292167757676128 -9.448347647026667 0 -1 0
12959 1 1 -3.1296665729345086 3.4581851717875822 -9.4283262079537 1 0 0
22942 1474 3 -8.265435873500154 -8.531873335612866 -8.177125187721213 1 0 1
21240 623 3 6.347266733301916 -0.6730123784910158 -7.899236018373621 0 0 1
6930 1 1 9.84061140700896 -1.534920226667019 -7.947156920340762 0 -1 0
18891 1 1 6.780203199174608 -6.054770834179152 -8.52069704215766 -1 1 1
19847 1 1 8.21106758186903 -3.7257183582389226 -8.714500451342708 0 0 1
18784 1 1 -7.447478848098211 -8.866764951398263 -8.678248426242444 0 1 1
21462 734 3 5.472560993016356 -4.987345400866086 -9.946639734862979 0 0 1
2775 1 1 -2.5282552669202665 9.502325256483182 -9.662546515020589 0 -2 0
5550 1 1 8.297890223053752 -7.63231982723859 -9.623349188745554 0 0 1
20182 94 3 -9.6532632916648 0.33031340804858655 -8.539916850747291 1 0 1
6629 1 1 0.8034495886540278 8.64230338280651 -9.961545412246414 2 0 -1
14491 1 1 -2.1491794017025003 -3.6458150839463968 -9.613084346763019 -1 0 1
9738 1 1 -8.249123474485026 4.813356426599538 -8.677278661498306 0 1 1
20211 109 2 7.038092499052045 9.93898242800034 -8.65490753449728 0 -1 1
19008 1 1 -8.121445497112292 -4.573799149913936 -7.957821143879254 0 0 1
9501 1 1 -7.235375568992541 -1.8406603894249731 -9.177266705194583 0 0 0
10320 1 1 -2.5067565543209462 2.390280377802736 -9.768044833305513 1 0 1
9999 1 1 9.603901099886942 2.9874272113457536 -9.157580762126958 -1 -1 0
21791 899 2 -7.240155313069483 -8.658593704573342 -9.317989469228223 0 1 1
654 1 1 -2.829394697520171 8.761113605504898 -7.622747630774353 0 -1 0
6660 1 1 5.277985388705891 9.221557641276382 -9.828948938179913 0 0 0
23987 1997 2 -3.6217145118137846 0.9553846843327861 -9.161386954987432 0 0 1
6844 1 1 -0.9066039583423909 -5.664359390742327 -8.994281401648323 -1 0 0
22890 1448 3 -7.8298663086686116 -4.4429329940934865 -9.461446494358341 1 1 1
22113 1060 2 -7.1458725663428115 5.11141091106142 -8.465695624056883 -1 0 1
14649 1 1 -0.7566533968519098 2.767316336590801 -8.205514364233512 0 0 1
13832 1 1 7.42311391354374 7.456531177350497 -8.26230800487337 -1 0 0
23262 1634 3 -6.67738471715135 -6.050581321401792 -8.43980435881845 0 0 1
23842 1924 3 0.03618035752209017 0.667642087397645 -8.148569338870967 1 0 1
10363 1 1 5.778100761877509 -7.514101549027749 -9.658989017492589 0 0 0
13446 1 1 -1.7063268084916337 6.983613885870585 -9.975884491228832 -1 0 1
2060 1 1 -3.9502415697486626 6.117209333433499 -8.390945679063094 -1 -1 1
12622 1 1 -0.9218915006048995 -7.646316386750858 -9.400204855947024 2 1 0
8968 1 1 7.018192473304543 5.68595082304812 -7.549237914684099 0 1 0
1001 1 1 -5.077995111933472 -9.07791558024262 -8.717802732745517 0 1 0
487 1 1 -4.525973779702348 -9.076953250366643 -7.465968803890826 0 1 0
3923 1 1 -0.5159399212584181 -6.240596401279563 -8.840365457566328 1 -1 0
10207 1 1 -5.79328836446768 -7.0865337739943115 -9.14733700580225 -1 -1 1
22478 1242 3 -6.378262012158198 -6.136491066570541 -9.26323957610157 0 0 1
16638 1 1 8.45067432043552 7.498031739720873 -9.422568772046626 0 0 0
13047 1 1 9.35231682364403 5.122478590684163 -9.25600198559276 -1 0 0
17918 1 1 3.522071552091609 -2.871057750981416 -8.247344777424951 1 1 1
16675 1 1 -3.3629272158399086 -9.259174210172647 -7.494074908663046 1 1 1
20029 18 2 2.3766911495964202 8.68986985831297 -8.227922565755035 0 0 1
18925 1 1 3.0802451018243877 2.1722390756067913 -8.336179009143702 0 -1 2
1573 1 1 -4.7925061527034085 8.058411468201118 -9.763853786130914 1 0 0
20326 166 3 2.754611743212868 9.01918090327788 -9.324749790509436 0 -1 1
23611 1809 2 -1.851154370927267 -2.9088669587851825 -9.116140651737211 0 1 1
16042 1 1 8.569761922887846 4.6316587243753 -8.504085374549375 -1 -1 1
21722 864 3 -3.0925920189863207 1.7690980540885044 -8.526124507920546 0 1 1
1604 1 1 1.1326002672781041 9.267598417322018 -9.8568640240377 -1 -1 0
21461 734 2 6.326555027505363 -4.524491768892086 -9.709025121621986 0 0 1
8384 1 1 7.920412420042093 4.637488904536186 -7.863296418543918 0 0 0
7792 1 1 8.56043928927092 3.1778734137431246 -8.903109553568301 0 1 1
7165 1 1 3.068014318502004 -0.5525356785314993 -8.835928913922602 0 1 0
11193 1 1 -1.2117056483222686 -2.552717981248119 -9.114380463976943 -1 1 0
17511 1 1 0.5604853265336355 5.8041262536264355 -9.78750075411466 1 -1 1
9578 1 1 1.2766597875809185 6.299483989154776 -9.352271716996283 -2 0 0
22804 1405 3 4.398143503976717 -2.015570322959613 -8.993326254685725 -1 0 1
9329 1 1 -1.1303049993744254 3.3819147807212757 -8.247170589442286 0 0 0
16217 1 1 9.175699338253386 -5.867244812436667 -8.449916431570571 0 0 1
10622 1 1 -4.462914870037821 3.240482479554982 -8.280384578731955 0 1 1
23431 1719 2 7.908282619669853 -6.354170142509191 -9.677231178063575 0 1 1
12678 1 1 2.2644868541188514 6.746796956685437 -9.261755694987093 -1 -1 1
20101 54 2 0.7975973808991672 8.159092443254261 -9.3408145887598 -1 0 1
5196 1 1 -3.661592532633536 -1.4473946048080482 -9.70659700785563 1 0 0
9517 1 1 6.529934543516391 -5.972580322359097 -9.531072185510743 0 1 0
1425 1 1 9.273455924748957 -3.3821216285622246 -9.537877844777695 0 0 0
1045 1 1 -9.983847611336556 -4.796847474200712 -9.337852158837089 0 0 0
