20

1 1 1 -2.0000000000000000 -1.0000000000000000 -2.0000000000000000
2 1 1 -1.0000000000000000 -1.0000000000000000 -2.0000000000000000
3 2 1 -2.0000000000000000 0.0099999999999998 -2.0000000000000000
4 2 1 -1.0000000000000000 0.0099999999999998 -2.0000000000000000
5 3 1 -2.0000000000000000 1.0199999999999996 -2.0000000000000000
6 3 1 -1.0000000000000000 1.0199999999999996 -2.0000000000000000
7 4 1 -2.0000000000000000 -1.0000000000000000 -0.9900000000000002
8 4 1 -1.0000000000000000 -1.0000000000000000 -0.9900000000000002
9 5 1 -2.0000000000000000 0.0099999999999998 -0.9900000000000002
10 5 1 -1.0000000000000000 0.0099999999999998 -0.9900000000000002
11 6 1 -2.0000000000000000 1.0199999999999996 -0.9900000000000002
12 6 1 -1.0000000000000000 1.0199999999999996 -0.9900000000000002
13 7 1 -2.0000000000000000 -1.0000000000000000 0.0199999999999996
14 7 1 -1.0000000000000000 -1.0000000000000000 0.0199999999999996
15 8 1 -2.0000000000000000 0.0099999999999998 0.0199999999999996
16 8 1 -1.0000000000000000 0.0099999999999998 0.0199999999999996
17 9 1 -2.0000000000000000 1.0199999999999996 0.0199999999999996
18 9 1 -1.0000000000000000 1.0199999999999996 0.0199999999999996
19 10 1 -2.0000000000000000 -1.0000000000000000 1.0299999999999994
20 10 1 -1.0000000000000000 -1.0000000000000000 1.0299999999999994
21 11 1 -2.0000000000000000 0.0099999999999998 1.0299999999999994
22 11 1 -1.0000000000000000 0.0099999999999998 1.0299999999999994
23 12 1 -2.0000000000000000 1.0199999999999996 1.0299999999999994
24 12 1 -1.0000000000000000 1.0199999999999996 1.0299999999999994
25 13 1 -2.0000000000000000 -1.0000000000000000 2.0399999999999991
26 13 1 -1.0000000000000000 -1.0000000000000000 2.0399999999999991
27 14 1 -2.0000000000000000 0.0099999999999998 2.0399999999999991
28 14 1 -1.0000000000000000 0.0099999999999998 2.0399999999999991
29 15 1 -2.0000000000000000 1.0199999999999996 2.0399999999999991
30 15 1 -1.0000000000000000 1.0199999999999996 2.0399999999999991
31 16 1 0.0099999999999998 -1.0000000000000000 -2.0000000000000000
32 16 1 1.0099999999999998 -1.0000000000000000 -2.0000000000000000
33 17 1 0.0099999999999998 0.0099999999999998 -2.0000000000000000
34 17 1 1.0099999999999998 0.0099999999999998 -2.0000000000000000
35 18 1 0.0099999999999998 1.0199999999999996 -2.0000000000000000
36 18 1 1.0099999999999998 1.0199999999999996 -2.0000000000000000
37 19 1 0.0099999999999998 -1.0000000000000000 -0.9900000000000002
38 19 1 1.0099999999999998 -1.0000000000000000 -0.9900000000000002
39 20 1 0.0099999999999998 0.0099999999999998 -0.9900000000000002
40 20 1 1.0099999999999998 0.0099999999999998 -0.9900000000000002
